Session ID,Title,Type,Day/Date,Time,Room,Topic,Keywords,Brief,Link
S82452,Operationalizing AI at Scale: NVIDIA’s End‑to‑End Journey to an Enterprise AI Factory,Talk,"Thursday, March 19",12:00 p.m. - 12:40 p.m. PDT,SJCC 230A (L2),,,"Learn how NVIDIA’s IT organization engineered an on‑premises AI factory to deliver agentic AI with enterprise‑grade security, reliability, and governance. We’ll walk through the end-to-end technical stack behind NVIDIA’s internal AI platform, from our on-prem enterprise AI factory infrastructure ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82452/
EX82364,Life Sciences: Scale Multi‑Agent for Accelerated Clinical Operation Systems With NVIDIA and AWS (Presented by Cognizant),Sponsored Expo Theater,"Thursday, March 19",12:20 p.m. - 12:35 p.m. PDT,SJCC Grand Ballroom Theater (L2),,,Discover how life sciences leaders are transforming enterprise‑scale clinical operations through multi‑agent AI systems built on NVIDIA’s accelerated computing and AWS’ cloud‑native intelligence. This session brings AbbVie and Clario to the stage to share how organizations can strategically moder...,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82364/
EX82378,Private AI: Run Modern Models On-Prem Without Moving Sensitive Data (Presented by Cirrascale),Sponsored Expo Theater,"Thursday, March 19",12:20 p.m. - 12:35 p.m. PDT,SJCC Hall 1 Theater (L2),,,"Explore why more enterprises are shifting AI workloads closer to protect sensitive company data and how to operationalize Private AI without sacrificing performance. In this session, we’ll break down the real-world drivers behind on-prem and private deployments (data sovereignty, IP protection, r...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82378/
EX82365,Making AI Agents Explainable for Manufacturing at Scale With Dataiku and NVIDIA (Presented by Dataiku),Sponsored Expo Theater,"Thursday, March 19",12:40 p.m. - 12:55 p.m. PDT,SJCC Hall 1 Theater (L2),,,"As manufacturers accelerate toward autonomous AI agents to reduce costly unplanned downtime, trust, transparency, and safety have become the critical blockers to adoption in high-stakes environments. This session shows how Dataiku and NVIDIA, together with the Puffin Inspector framework from Data...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82365/
EX82385,"Make AI Factories Production-Ready: Inference, Networking, and DPUs (Presented by F5, Inc.)",Sponsored Expo Theater,"Thursday, March 19",12:40 p.m. - 12:55 p.m. PDT,SJCC Grand Ballroom Theater (L2),,,"As AI factories move from experimentation to production, teams quickly learn that GPU performance alone does not determine inference capacity, latency, or user experience. Inference workloads produce long-lived, bursty, stateful traffic that strains traditional networking and security architectur...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82385/
DLIT81485,Hands-On With Earth-2: Building Local and National Weather Resilience With AI,Training Lab,"Thursday, March 19",1:00 p.m. - 2:45 p.m. PDT,Signia - Crystal Ballroom (L2),,,"We explore the life cycle of AI-based high-resolution regional weather forecasting applications, which are used by businesses and governments to achieve independent local weather and climate prediction capabilities at high accuracy and unprecedented speed. We'll start by creating a custom high-re...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81485/
DLIT81757,Advance World Simulation With 3D Gaussian Splatting for Large-Scale Environment Reconstruction,Training Lab,"Thursday, March 19",1:00 p.m. - 2:45 p.m. PDT,Signia - Gold Ballroom (L2),,,"Learn how to reconstruct a large scene for robotics testing using NVIDIA Omniverse NuRec Gaussian-based reconstruction technologies to perform multi-GPU training, object segmentation, and extraction. This lab will walk through core concepts with a step-by-step workflow for data capture, reconstru...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81757/
DLIT81808,Train and Deploy Contact-Rich Robot Manipulation Skills With Isaac Lab and Isaac ROS,Training Lab,"Thursday, March 19",1:00 p.m. - 2:45 p.m. PDT,Signia - Regency II Ballroom (L2),,,"Learn how to develop contact‑rich manipulation policies in Isaac Lab, and deploy them using NVIDIA Isaac ROS. In this hands‑on lab, you will walk through a gear-assembly workflow that uses Isaac Lab to train an insertion policy, and then deploy it in ROS 2, together with perception models (segmen...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81808/
DLIT81837,How to use NVIDIA Warp to Build GPU-Accelerated Computational Physics Simulations,Training Lab,"Thursday, March 19",1:00 p.m. - 2:45 p.m. PDT,Signia - Regency I Ballroom (L2),,,"Discover how NVIDIA Warp enables the next generation of GPU-accelerated physics, geometry processing, and differentiable programming. This training lab introduces Warp’s core capabilities and modules, then moves into a hands-on notebook where participants build a high-performance physics solver e...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81837/
DLIT82150,Accelerate Video Frame Extraction and Labeling,Training Lab,"Thursday, March 19",1:00 p.m. - 2:45 p.m. PDT,Signia - Imperial Ballroom (L2),,,"Learn how to reduce the cost associated with frame extraction for computer vision post-processing using free and publicly-accessible American Sign Language data.  Use a novel, open-source framework and contribute to the world's largest dataset.   Prerequisite(s):  Have GitHub Account Understand P...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit82150/
DLIT82311,Train and Test End-to-End Autonomous Vehicles with Alpamayo,Training Lab,"Thursday, March 19",1:00 p.m. - 2:45 p.m. PDT,Signia - Club Regent (L1),,,"This workshop will help you get started with the Alpamayo suite of models, frameworks, and data for building reasoning-based autonomous vehicles. Learn how to run neural reconstructions on the AlpaSim simulator with the NVIDIA Physical AI Open Datasets and connect it to the Alpamayo 1 end-to-end ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit82311/
EX82328,Liquid Cooling Readiness for Vera-Rubin Reference Architectures (Presented by nVent),Sponsored Expo Theater,"Thursday, March 19",1:00 p.m. - 1:15 p.m. PDT,SJCC Grand Ballroom Theater (L2),,,Vera-Rubin deployments extend the performance envelope of direct-to-chip liquid cooling while remaining compatible with the same core liquid-cooling architecture used for Grace-Blackwell systems. This session defines what it means to be “liquid-cooling ready” for NVIDIA SuperPOD reference archite...,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82328/
EX82343,Designing Modular Infrastructure for the AI Factory Era (Presented by Intelliflex),Sponsored Expo Theater,"Thursday, March 19",1:00 p.m. - 1:15 p.m. PDT,SJCC Hall 1 Theater (L2),,,"AI workloads are scaling faster than traditional data center models were designed to support, particularly as power density requirements increase and expansion timelines compress.  In this session, we explore the infrastructure requirements of AI factories—including power density, modular deploym...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82343/
EX82326,"How AI-Infused Platforms Redefine Modernization, Delivery, and Value (Presented by Wipro)",Sponsored Expo Theater,"Thursday, March 19",1:20 p.m. - 1:35 p.m. PDT,SJCC Grand Ballroom Theater (L2),,,"In the AI era, competitiveness will be determined not by how fast enterprises modernize once, but by how effectively they institutionalize change itself. AI platforms illustrate this shift by productizing modernization intelligence, embedding AI across the software life cycle, and enabling enterp...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82326/
EX82377,From Smart Factory to Lights-Out Factory: Operationalizing Industrial AI With LTTS and NVIDIA (Presented by LTTS),Sponsored Expo Theater,"Thursday, March 19",1:20 p.m. - 1:35 p.m. PDT,SJCC Hall 1 Theater (L2),,,"Manufacturing is advancing automation, yet factories still depend on human input for planning, quality, and operations. The next step is autonomous, self-optimizing factories powered by industrial AI.  L&T Technology Services (LTTS) introduces its Lights-Out Factory (LoF) solution, built on NVIDI...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82377/
S81462,Solve the Day 1 Challenge of Landing LLM Inference in Enterprise ,Talk,"Thursday, March 19",2:00 p.m. - 2:40 p.m. PDT,SJCC 211AC (L2),,,"Alibaba Cloud ACK RBG is a management tool for the full life cycle of large model inference deployment on Kubernetes, designed to address the challenges of large-scale deployment and operations of prefill-decode (PD) disaggregation architecture within Kubernetes clusters. It not only provides fea...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81462/
S81478,How to Build End‑to‑End Physical AI Systems for Humanoid Robots,Tutorial,"Thursday, March 19",2:00 p.m. - 3:30 p.m. PDT,SJCC LL21CD (LL),,,"Physical AI brings intelligence to machines, industrial arms, autonomous mobile robots (AMRs), and humanoids, enabling them to perceive, reason, and act in the real world in real time. These robots go beyond scripted behavior to make intelligent decisions on the fly: moving materials, assembling ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81478/
S81693,Hardware-Efficient and Lossless Video Generation at Scale: Native Sparse Attention and Mixed-Low-Bit Quantization,Tutorial,"Thursday, March 19",2:00 p.m. - 3:30 p.m. PDT,SJCC LL20AB (LL),,,"We present a unified, hardware-aware framework for scaling large video generation models—such as Diffusion Transformers (DiT)—without compromising visual fidelity. Learn how production-grade model compression techniques jointly eliminate the quadratic cost bottlenecks that limit training for long...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81693/
S81709,Parameterized CUDA Graph Launch in PyTorch: CUDA Graphs Without the Pain,Talk,"Thursday, March 19",2:00 p.m. - 2:40 p.m. PDT,SJCC 230A (L2),,,"Modern GPUs have gotten so fast that CPUs cannot launch new work to the GPUs fast enough, which reduces overall efficiency. CUDA Graphs can eliminate CPU overhead completely, but have traditionally been hard to use, so let’s break down the problems and fixes for them, focusing on PyTorch in parti...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81709/
QA81741,Ask the Experts: Applications Built for Scale With cuPyNumeric,Q&A with NVIDIA Experts,"Thursday, March 19",2:00 p.m. - 2:50 p.m. PDT,SJCC LL21F (LL),,,"Want to understand how Python scales efficiently across GPUs and clusters? Join NVIDIA experts for a live, classroom-style Q&A on cuPyNumeric, the technology that extends NumPy to distributed GPU environments. In this session, you’ll have the opportunity to ask questions and discuss how cuPyNumer...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-qa81741/
S81831,AI Coding for the GPU: Build a Coding Agent to Help GPU Developers Write Speed-of-Light Code,Talk,"Thursday, March 19",2:00 p.m. - 2:40 p.m. PDT,SJCC LL21AB (LL),,,"Discover the evolution of AI-assisted development for accelerated computing as we move beyond general-purpose coding assistants to specialized agents designed for high-performance CUDA optimization. While frontier models have improved at syntax correctness, they often lack the domain-specific con...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81831/
S82121,"Authorship Reimagined: AI, Art, and the Future of Creative Expression",Panel Discussion,"Thursday, March 19",2:00 p.m. - 2:40 p.m. PDT,Montgomery Theater,,,"A new era of storytelling is unfolding, where artists and intelligent systems co-create, challenge tradition, and push the boundaries of expression. This panel brings together leaders at the intersection of art, education, and technology, including the creative visionaries shaping the next fronti...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82121/
